Schlüssel-Profilmap,Profilnummer,Buchungskreis,Sparte,Profilname,Profiltyp,ProfilID (SBP),SBPNomenklatur,ProfilID (SBP) Map SigLinDe,SBPNomenklaturMapSigLinDE,Stand
,1100002700,,Strom,H0N von VNB SVN9000504 an LIEF SLF9000502,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100002701,,Strom,G0N von VNB SVN9000504 an LIEF SLF9000502,Gewerbe allgemein,G0,G0,G0,G0,2019-04-13 00:00:00
,1100002702,,Strom,G1N von VNB SVN9000504 an LIEF SLF9000502,Gewerbe werktags,G1,G1,G1,G1,2019-04-13 00:00:00
,1100002703,,Strom,G2N von VNB SVN9000504 an LIEF SLF9000502,Gewerbe Abendstunden,G2,G2,G2,G2,2019-04-13 00:00:00
,1100002704,,Strom,G3N von VNB SVN9000504 an LIEF SLF9000502,Gewerbe durchlaufend,G3,G3,G3,G3,2019-04-13 00:00:00
,1100002705,,Strom,G4N von VNB SVN9000504 an LIEF SLF9000502,Laden/Friseur,G4,G4,G4,G4,2019-04-13 00:00:00
,1100002706,,Strom,G5N von VNB SVN9000504 an LIEF SLF9000502,Bäckerei,G5,G5,G5,G5,2019-04-13 00:00:00
,1100002707,,Strom,G6N von VNB SVN9000504 an LIEF SLF9000502,Gewerbe Wochenendbetrieb,G6,G6,G6,G6,2019-04-13 00:00:00
,1100002708,,Strom,L0N von VNB SVN9000504 an LIEF SLF9000502,Landwirtschaft allgemein,L0,L0,L0,L0,2019-04-13 00:00:00
,1100002709,,Strom,L1N von VNB SVN9000504 an LIEF SLF9000502,Milchwirtschaft,L1,L1,L1,L1,2019-04-13 00:00:00
,1100002710,,Strom,L2N von VNB SVN9000504 an LIEF SLF9000502,Übrige Landwirtschaftsbetriebe ,L2,L2,L2,L2,2019-04-13 00:00:00
,1100002734,,Strom,B0 von VNB SVN9000516 an LIEF SLF9000502,Straßenbeleuchtung,B0,B0,B0,B0,2019-04-13 00:00:00
,1100002737,,Strom,H0N von VNB SVN9000516 an LIEF SLF9000502,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100002738,,Strom,G0N von VNB SVN9000516 an LIEF SLF9000502,Gewerbe allgemein,G0,G0,G0,G0,2019-04-13 00:00:00
,1100002739,,Strom,G1N von VNB SVN9000516 an LIEF SLF9000502,Gewerbe werktags,G1,G1,G1,G1,2019-04-13 00:00:00
,1100002742,,Strom,G4N von VNB SVN9000516 an LIEF SLF9000502,Laden/Friseur,G4,G4,G4,G4,2019-04-13 00:00:00
,1100002771,,Strom,G0H von VNB SVN9000516 an LIEF SLF9000502,Gewerbe allgemein,G0,G0,G0,G0,2019-04-13 00:00:00
,1100002772,,Strom,G1H von VNB SVN9000516 an LIEF SLF9000502,Gewerbe werktags,G1,G1,G1,G1,2019-04-13 00:00:00
,1100002774,,Strom,G3H von VNB SVN9000516 an LIEF SLF9000502,Gewerbe durchlaufend,G3,G3,G3,G3,2019-04-13 00:00:00
,1100002775,,Strom,G4H von VNB SVN9000516 an LIEF SLF9000502,Laden/Friseur,G4,G4,G4,G4,2019-04-13 00:00:00
,1100002796,,Strom,G0 von VNB SVN0000268 an LIEF SLF9000502,Gewerbe allgemein,G0,G0,G0,G0,2019-04-13 00:00:00
,1100002820,,Strom,H01 von VNB SVN0001856 an LIEF SLF9000502,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100002821,,Strom,G01 von VNB SVN0001856 an LIEF SLF9000502,Gewerbe allgemein,G0,G0,G0,G0,2019-04-13 00:00:00
,1100002831,,Strom,H02 von VNB SVN0001856 an LIEF SLF9000502,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100002832,,Strom,G02 von VNB SVN0001856 an LIEF SLF9000502,Gewerbe allgemein,G0,G0,G0,G0,2019-04-13 00:00:00
,1100002842,,Strom,H03 von VNB SVN0001856 an LIEF SLF9000502,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100002867,,Strom,G1 von VNB SVN9001910 an LIEF SLF9000502,Gewerbe werktags,G1,G1,G1,G1,2019-04-13 00:00:00
,1100002878,,Strom,G1 von VNB SVN0001598 an LIEF SLF9000502,Gewerbe werktags,G1,G1,G1,G1,2019-04-13 00:00:00
,1100002911,,Strom,G0D von VNB SVN0001998 an LIEF SLF9000502,Gewerbe allgemein,G0,G0,G0,G0,2019-04-13 00:00:00
,1100002912,,Strom,G1D von VNB SVN0001998 an LIEF SLF9000502,Gewerbe werktags,G1,G1,G1,G1,2019-04-13 00:00:00
,1100002913,,Strom,G2D von VNB SVN0001998 an LIEF SLF9000502,Gewerbe Abendstunden,G2,G2,G2,G2,2019-04-13 00:00:00
,1100002914,,Strom,G3D von VNB SVN0001998 an LIEF SLF9000502,Gewerbe durchlaufend,G3,G3,G3,G3,2019-04-13 00:00:00
,1100002915,,Strom,G4D von VNB SVN0001998 an LIEF SLF9000502,Laden/Friseur,G4,G4,G4,G4,2019-04-13 00:00:00
,1100002917,,Strom,G6D von VNB SVN0001998 an LIEF SLF9000502,Gewerbe Wochenendbetrieb,G6,G6,G6,G6,2019-04-13 00:00:00
,1100002918,,Strom,H0D von VNB SVN0001998 an LIEF SLF9000502,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100002921,,Strom,N0D von VNB SVN0001998 an LIEF SLF9000502,Speicherheizung,HAV,HAV,HAV,HAV,2019-04-13 00:00:00
,1100002923,,Strom,S0D von VNB SVN0001998 an LIEF SLF9000502,"Dämmerungsgeführte Anlagen, Straßenbeleuchtung",D21,D21,D21,D21,2019-04-13 00:00:00
,1100003051,,Strom,H0 von VNB SVN0000274 an LIEF SLF9000502,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100003061,,Strom,H0 von VNB SVN0000484 an LIEF SLF9000502,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100003065,,Strom,G0 von VNB SVN0000484 an LIEF SLF9000502,Gewerbe allgemein,G0,G0,G0,G0,2019-04-13 00:00:00
,1100003066,,Strom,G1 von VNB SVN0000484 an LIEF SLF9000502,Gewerbe werktags,G1,G1,G1,G1,2019-04-13 00:00:00
,1100003068,,Strom,G3 von VNB SVN0000484 an LIEF SLF9000502,Gewerbe durchlaufend,G3,G3,G3,G3,2019-04-13 00:00:00
,1100003069,,Strom,G4 von VNB SVN0000484 an LIEF SLF9000502,Laden/Friseur,G4,G4,G4,G4,2019-04-13 00:00:00
,1100003070,,Strom,G5 von VNB SVN0000484 an LIEF SLF9000502,Bäckerei,G5,G5,G5,G5,2019-04-13 00:00:00
,1100003072,,Strom,SB1 von VNB SVN0000484 an LIEF SLF9000502,Straßenbeleuchtung,SB0,SB0,SB0,SB0,2019-04-13 00:00:00
,1100003074,,Strom,BAN von VNB SVN0000484 an LIEF SLF9000502,Bandlast,BA,BA,BA,BA,2019-04-13 00:00:00
,1100003101,,Strom,G0 von VNB SVN0001378 an LIEF SLF9000502,Gewerbe allgemein,G0,G0,G0,G0,2019-04-13 00:00:00
,1100003119,,Strom,G0 von VNB SVN0000349 an LIEF SLF9000502,Gewerbe allgemein,G0,G0,G0,G0,2019-04-13 00:00:00
,1100003123,,Strom,G4 von VNB SVN0000349 an LIEF SLF9000502,Laden/Friseur,G4,G4,G4,G4,2019-04-13 00:00:00
,1100003141,,Strom,G0 von VNB SVN0001866 an LIEF SLF9000502,Gewerbe allgemein,G0,G0,G0,G0,2019-04-13 00:00:00
,1100003151,,Strom,G0 von VNB SVN0001079 an LIEF SLF9000502,Gewerbe allgemein,G0,G0,G0,G0,2019-04-13 00:00:00
,1100003156,,Strom,G5 von VNB SVN0001079 an LIEF SLF9000502,Bäckerei,G5,G5,G5,G5,2019-04-13 00:00:00
,1100003168,,Strom,G0 von VNB SVN0001762 an LIEF SLF9000502,Gewerbe allgemein,G0,G0,G0,G0,2019-04-13 00:00:00
,1100003169,,Strom,G1 von VNB SVN0001762 an LIEF SLF9000502,Gewerbe werktags,G1,G1,G1,G1,2019-04-13 00:00:00
,1100003181,,Strom,G4 von VNB SVN0000089 an LIEF SLF9000502,Laden/Friseur,G4,G4,G4,G4,2019-04-13 00:00:00
,1100003188,,Strom,G1 von VNB SVN0000935 an LIEF SLF9000502,Gewerbe werktags,G1,G1,G1,G1,2019-04-13 00:00:00
,1100003189,,Strom,G2 von VNB SVN0000935 an LIEF SLF9000502,Gewerbe Abendstunden,G2,G2,G2,G2,2019-04-13 00:00:00
,1100003213,,Strom,G4 von VNB SVN0000718 an LIEF SLF9000502,Laden/Friseur,G4,G4,G4,G4,2019-04-13 00:00:00
,1100003273,,Strom,G1 von VNB SVN0000853 an LIEF SLF9000502,Gewerbe werktags,G1,G1,G1,G1,2019-04-13 00:00:00
,1100003296,,Strom,G0 von VNB SVN0000825 an LIEF SLF9000502,Gewerbe allgemein,G0,G0,G0,G0,2019-04-13 00:00:00
,1100003315,,Strom,G4 von VNB SVN0000844 an LIEF SLF9000502,Laden/Friseur,G4,G4,G4,G4,2019-04-13 00:00:00
,1100003352,,Strom,B21 von VNB SVN0001752 an LIEF SLF0003044,Bandlast,BA,BA,BA,BA,2019-04-13 00:00:00
,1100003365,,Strom,H0N von VNB SVN9000526 an LIEF SLF0003044,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100003366,,Strom,G0N von VNB SVN9000526 an LIEF SLF0003044,Gewerbe allgemein,G0,G0,G0,G0,2019-04-13 00:00:00
,1100003377,,Strom,G0W von VNB SVN9000526 an LIEF SLF0003044,Gewerbe allgemein,G0,G0,G0,G0,2019-04-13 00:00:00
,1100003381,,Strom,G4W von VNB SVN9000526 an LIEF SLF0003044,Laden/Friseur,G4,G4,G4,G4,2019-04-13 00:00:00
,1100003442,,Strom,G0N von VNB SVN9000504 an LIEF SLF0003044,Gewerbe allgemein,G0,G0,G0,G0,2019-04-13 00:00:00
,1100003446,,Strom,G4N von VNB SVN9000504 an LIEF SLF0003044,Laden/Friseur,G4,G4,G4,G4,2019-04-13 00:00:00
,1100003480,,Strom,G1N von VNB SVN9000516 an LIEF SLF0003044,Gewerbe werktags,G1,G1,G1,G1,2019-04-13 00:00:00
,1100003500,,Strom,H0W von VNB SVN9000516 an LIEF SLF0003044,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100003502,,Strom,G1W von VNB SVN9000516 an LIEF SLF0003044,Gewerbe werktags,G1,G1,G1,G1,2019-04-13 00:00:00
,1100003511,,Strom,H0H von VNB SVN9000516 an LIEF SLF0003044,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100003513,,Strom,G1H von VNB SVN9000516 an LIEF SLF0003044,Gewerbe werktags,G1,G1,G1,G1,2019-04-13 00:00:00
,1100003561,,Strom,H01 von VNB SVN0001856 an LIEF SLF0003044,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100003573,,Strom,G02 von VNB SVN0001856 an LIEF SLF0003044,Gewerbe allgemein,G0,G0,G0,G0,2019-04-13 00:00:00
,1100003610,,Strom,G3 von VNB SVN9001910 an LIEF SLF0003044,Gewerbe durchlaufend,G3,G3,G3,G3,2019-04-13 00:00:00
,1100003611,,Strom,G4 von VNB SVN9001910 an LIEF SLF0003044,Laden/Friseur,G4,G4,G4,G4,2019-04-13 00:00:00
,1100003617,,Strom,H0 von VNB SVN0001598 an LIEF SLF0003044,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100003618,,Strom,G0 von VNB SVN0001598 an LIEF SLF0003044,Gewerbe allgemein,G0,G0,G0,G0,2019-04-13 00:00:00
,1100003619,,Strom,G1 von VNB SVN0001598 an LIEF SLF0003044,Gewerbe werktags,G1,G1,G1,G1,2019-04-13 00:00:00
,1100003620,,Strom,G2 von VNB SVN0001598 an LIEF SLF0003044,Gewerbe Abendstunden,G2,G2,G2,G2,2019-04-13 00:00:00
,1100003621,,Strom,G3 von VNB SVN0001598 an LIEF SLF0003044,Gewerbe durchlaufend,G3,G3,G3,G3,2019-04-13 00:00:00
,1100003624,,Strom,G6 von VNB SVN0001598 an LIEF SLF0003044,Gewerbe Wochenendbetrieb,G6,G6,G6,G6,2019-04-13 00:00:00
,1100003625,,Strom,L0 von VNB SVN0001598 an LIEF SLF0003044,Landwirtschaft allgemein,L0,L0,L0,L0,2019-04-13 00:00:00
,1100003626,,Strom,L1 von VNB SVN0001598 an LIEF SLF0003044,Milchwirtschaft,L1,L1,L1,L1,2019-04-13 00:00:00
,1100003652,,Strom,G0D von VNB SVN0001998 an LIEF SLF0003044,Gewerbe allgemein,G0,G0,G0,G0,2019-04-13 00:00:00
,1100003653,,Strom,G1D von VNB SVN0001998 an LIEF SLF0003044,Gewerbe werktags,G1,G1,G1,G1,2019-04-13 00:00:00
,1100003655,,Strom,G3D von VNB SVN0001998 an LIEF SLF0003044,Gewerbe durchlaufend,G3,G3,G3,G3,2019-04-13 00:00:00
,1100003656,,Strom,G4D von VNB SVN0001998 an LIEF SLF0003044,Laden/Friseur,G4,G4,G4,G4,2019-04-13 00:00:00
,1100003659,,Strom,H0D von VNB SVN0001998 an LIEF SLF0003044,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100003666,,Strom,H0 von VNB SVN0001056 an LIEF SLF0003044,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100003667,,Strom,G0 von VNB SVN0001056 an LIEF SLF0003044,Gewerbe allgemein,G0,G0,G0,G0,2019-04-13 00:00:00
,1100003668,,Strom,G1 von VNB SVN0001056 an LIEF SLF0003044,Gewerbe werktags,G1,G1,G1,G1,2019-04-13 00:00:00
,1100003671,,Strom,G4 von VNB SVN0001056 an LIEF SLF0003044,Laden/Friseur,G4,G4,G4,G4,2019-04-13 00:00:00
,1100003672,,Strom,G5 von VNB SVN0001056 an LIEF SLF0003044,Bäckerei,G5,G5,G5,G5,2019-04-13 00:00:00
,1100003681,,Strom,SB0 von VNB SVN0001056 an LIEF SLF0003044,"Dämmerungsgeführte Anlagen, Straßenbeleuchtung",D21,D21,D21,D21,2019-04-13 00:00:00
,1100003802,,Strom,H0 von VNB SVN0000484 an LIEF SLF0003044,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100003806,,Strom,G0 von VNB SVN0000484 an LIEF SLF0003044,Gewerbe allgemein,G0,G0,G0,G0,2019-04-13 00:00:00
,1100003807,,Strom,G1 von VNB SVN0000484 an LIEF SLF0003044,Gewerbe werktags,G1,G1,G1,G1,2019-04-13 00:00:00
,1100003809,,Strom,G3 von VNB SVN0000484 an LIEF SLF0003044,Gewerbe durchlaufend,G3,G3,G3,G3,2019-04-13 00:00:00
,1100003810,,Strom,G4 von VNB SVN0000484 an LIEF SLF0003044,Laden/Friseur,G4,G4,G4,G4,2019-04-13 00:00:00
,1100003842,,Strom,G0 von VNB SVN0001378 an LIEF SLF0003044,Gewerbe allgemein,G0,G0,G0,G0,2019-04-13 00:00:00
,1100003852,,Strom,H0 von VNB SVN0001378 an LIEF SLF0003044,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100003882,,Strom,G0 von VNB SVN0001866 an LIEF SLF0003044,Gewerbe allgemein,G0,G0,G0,G0,2019-04-13 00:00:00
,1100003886,,Strom,G4 von VNB SVN0001866 an LIEF SLF0003044,Laden/Friseur,G4,G4,G4,G4,2019-04-13 00:00:00
,1100003936,,Strom,L0 von VNB SVN0000935 an LIEF SLF0003044,Landwirtschaft allgemein,L0,L0,L0,L0,2019-04-13 00:00:00
,1100004106,,Strom,H0N von VNB SVN9000526 an LIEF SLF9000525,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100004107,,Strom,G0N von VNB SVN9000526 an LIEF SLF9000525,Gewerbe allgemein,G0,G0,G0,G0,2019-04-13 00:00:00
,1100004108,,Strom,G1N von VNB SVN9000526 an LIEF SLF9000525,Gewerbe werktags,G1,G1,G1,G1,2019-04-13 00:00:00
,1100004109,,Strom,G2N von VNB SVN9000526 an LIEF SLF9000525,Gewerbe Abendstunden,G2,G2,G2,G2,2019-04-13 00:00:00
,1100004110,,Strom,G3N von VNB SVN9000526 an LIEF SLF9000525,Gewerbe durchlaufend,G3,G3,G3,G3,2019-04-13 00:00:00
,1100004111,,Strom,G4N von VNB SVN9000526 an LIEF SLF9000525,Laden/Friseur,G4,G4,G4,G4,2019-04-13 00:00:00
,1100004112,,Strom,G5N von VNB SVN9000526 an LIEF SLF9000525,Bäckerei,G5,G5,G5,G5,2019-04-13 00:00:00
,1100004113,,Strom,G6N von VNB SVN9000526 an LIEF SLF9000525,Gewerbe Wochenendbetrieb,G6,G6,G6,G6,2019-04-13 00:00:00
,1100004114,,Strom,L0N von VNB SVN9000526 an LIEF SLF9000525,Landwirtschaft allgemein,L0,L0,L0,L0,2019-04-13 00:00:00
,1100004116,,Strom,L2N von VNB SVN9000526 an LIEF SLF9000525,Übrige Landwirtschaftsbetriebe ,L2,L2,L2,L2,2019-04-13 00:00:00
,1100004117,,Strom,H0W von VNB SVN9000526 an LIEF SLF9000525,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100004118,,Strom,G0W von VNB SVN9000526 an LIEF SLF9000525,Gewerbe allgemein,G0,G0,G0,G0,2019-04-13 00:00:00
,1100004119,,Strom,G1W von VNB SVN9000526 an LIEF SLF9000525,Gewerbe werktags,G1,G1,G1,G1,2019-04-13 00:00:00
,1100004120,,Strom,G2W von VNB SVN9000526 an LIEF SLF9000525,Gewerbe Abendstunden,G2,G2,G2,G2,2019-04-13 00:00:00
,1100004121,,Strom,G3W von VNB SVN9000526 an LIEF SLF9000525,Gewerbe durchlaufend,G3,G3,G3,G3,2019-04-13 00:00:00
,1100004122,,Strom,G4W von VNB SVN9000526 an LIEF SLF9000525,Laden/Friseur,G4,G4,G4,G4,2019-04-13 00:00:00
,1100004123,,Strom,G5W von VNB SVN9000526 an LIEF SLF9000525,Bäckerei,G5,G5,G5,G5,2019-04-13 00:00:00
,1100004124,,Strom,G6W von VNB SVN9000526 an LIEF SLF9000525,Gewerbe Wochenendbetrieb,G6,G6,G6,G6,2019-04-13 00:00:00
,1100004125,,Strom,L0W von VNB SVN9000526 an LIEF SLF9000525,Landwirtschaft allgemein,L0,L0,L0,L0,2019-04-13 00:00:00
,1100004126,,Strom,L2W von VNB SVN9000526 an LIEF SLF9000525,Übrige Landwirtschaftsbetriebe ,L2,L2,L2,L2,2019-04-13 00:00:00
,1100004182,,Strom,G0N von VNB SVN9000504 an LIEF SLF9000525,Gewerbe allgemein,G0,G0,G0,G0,2019-04-13 00:00:00
,1100004183,,Strom,G1N von VNB SVN9000504 an LIEF SLF9000525,Gewerbe werktags,G1,G1,G1,G1,2019-04-13 00:00:00
,1100004205,,Strom,G0 von VNB SVN9000516 an LIEF SLF9000525,Gewerbe allgemein,G0,G0,G0,G0,2019-04-13 00:00:00
,1100004206,,Strom,G1 von VNB SVN9000516 an LIEF SLF9000525,Gewerbe werktags,G1,G1,G1,G1,2019-04-13 00:00:00
,1100004209,,Strom,G4 von VNB SVN9000516 an LIEF SLF9000525,Laden/Friseur,G4,G4,G4,G4,2019-04-13 00:00:00
,1100004219,,Strom,G0N von VNB SVN9000516 an LIEF SLF9000525,Gewerbe allgemein,G0,G0,G0,G0,2019-04-13 00:00:00
,1100004221,,Strom,G2N von VNB SVN9000516 an LIEF SLF9000525,Gewerbe Abendstunden,G2,G2,G2,G2,2019-04-13 00:00:00
,1100004240,,Strom,H0W von VNB SVN9000516 an LIEF SLF9000525,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100004241,,Strom,G0W von VNB SVN9000516 an LIEF SLF9000525,Gewerbe allgemein,G0,G0,G0,G0,2019-04-13 00:00:00
,1100004242,,Strom,G1W von VNB SVN9000516 an LIEF SLF9000525,Gewerbe werktags,G1,G1,G1,G1,2019-04-13 00:00:00
,1100004243,,Strom,G2W von VNB SVN9000516 an LIEF SLF9000525,Gewerbe Abendstunden,G2,G2,G2,G2,2019-04-13 00:00:00
,1100004244,,Strom,G3W von VNB SVN9000516 an LIEF SLF9000525,Gewerbe durchlaufend,G3,G3,G3,G3,2019-04-13 00:00:00
,1100004256,,Strom,G4H von VNB SVN9000516 an LIEF SLF9000525,Laden/Friseur,G4,G4,G4,G4,2019-04-13 00:00:00
,1100004277,,Strom,G0 von VNB SVN0000268 an LIEF SLF9000525,Gewerbe allgemein,G0,G0,G0,G0,2019-04-13 00:00:00
,1100004304,,Strom,G21 von VNB SVN0001856 an LIEF SLF9000525,Gewerbe Abendstunden,G2,G2,G2,G2,2019-04-13 00:00:00
,1100004313,,Strom,G02 von VNB SVN0001856 an LIEF SLF9000525,Gewerbe allgemein,G0,G0,G0,G0,2019-04-13 00:00:00
,1100004324,,Strom,G03 von VNB SVN0001856 an LIEF SLF9000525,Gewerbe allgemein,G0,G0,G0,G0,2019-04-13 00:00:00
,1100004348,,Strom,G1 von VNB SVN9001910 an LIEF SLF9000525,Gewerbe werktags,G1,G1,G1,G1,2019-04-13 00:00:00
,1100004351,,Strom,G4 von VNB SVN9001910 an LIEF SLF9000525,Laden/Friseur,G4,G4,G4,G4,2019-04-13 00:00:00
,1100004395,,Strom,G3D von VNB SVN0001998 an LIEF SLF9000525,Gewerbe durchlaufend,G3,G3,G3,G3,2019-04-13 00:00:00
,1100004523,,Strom,G4 von VNB SVN0001660 an LIEF SLF9000525,Laden/Friseur,G4,G4,G4,G4,2019-04-13 00:00:00
,1100004547,,Strom,G1 von VNB SVN0000484 an LIEF SLF9000525,Gewerbe werktags,G1,G1,G1,G1,2019-04-13 00:00:00
,1100004548,,Strom,G2 von VNB SVN0000484 an LIEF SLF9000525,Gewerbe Abendstunden,G2,G2,G2,G2,2019-04-13 00:00:00
,1100004582,,Strom,G0 von VNB SVN0001378 an LIEF SLF9000525,Gewerbe allgemein,G0,G0,G0,G0,2019-04-13 00:00:00
,1100004622,,Strom,G0 von VNB SVN0001866 an LIEF SLF9000525,Gewerbe allgemein,G0,G0,G0,G0,2019-04-13 00:00:00
,1100004626,,Strom,G4 von VNB SVN0001866 an LIEF SLF9000525,Laden/Friseur,G4,G4,G4,G4,2019-04-13 00:00:00
,1100004659,,Strom,G1 von VNB SVN0000089 an LIEF SLF9000525,Gewerbe werktags,G1,G1,G1,G1,2019-04-13 00:00:00
,1100004669,,Strom,G1 von VNB SVN0000935 an LIEF SLF9000525,Gewerbe werktags,G1,G1,G1,G1,2019-04-13 00:00:00
,1100004670,,Strom,G2 von VNB SVN0000935 an LIEF SLF9000525,Gewerbe Abendstunden,G2,G2,G2,G2,2019-04-13 00:00:00
,1100004671,,Strom,G3 von VNB SVN0000935 an LIEF SLF9000525,Gewerbe durchlaufend,G3,G3,G3,G3,2019-04-13 00:00:00
,1100004672,,Strom,G4 von VNB SVN0000935 an LIEF SLF9000525,Laden/Friseur,G4,G4,G4,G4,2019-04-13 00:00:00
,1100004674,,Strom,G6 von VNB SVN0000935 an LIEF SLF9000525,Gewerbe Wochenendbetrieb,G6,G6,G6,G6,2019-04-13 00:00:00
,1100004675,,Strom,H0 von VNB SVN0000935 an LIEF SLF9000525,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100004676,,Strom,L0 von VNB SVN0000935 an LIEF SLF9000525,Landwirtschaft allgemein,L0,L0,L0,L0,2019-04-13 00:00:00
,1100004677,,Strom,L1 von VNB SVN0000935 an LIEF SLF9000525,Milchwirtschaft,L1,L1,L1,L1,2019-04-13 00:00:00
,1100004678,,Strom,L2 von VNB SVN0000935 an LIEF SLF9000525,Übrige Landwirtschaftsbetriebe ,L2,L2,L2,L2,2019-04-13 00:00:00
,1100004679,,Strom,G0 von VNB SVN0001625 an LIEF SLF9000525,Gewerbe allgemein,G0,G0,G0,G0,2019-04-13 00:00:00
,1100004680,,Strom,G1 von VNB SVN0001625 an LIEF SLF9000525,Gewerbe werktags,G1,G1,G1,G1,2019-04-13 00:00:00
,1100004682,,Strom,G3 von VNB SVN0001625 an LIEF SLF9000525,Gewerbe durchlaufend,G3,G3,G3,G3,2019-04-13 00:00:00
,1100004683,,Strom,G4 von VNB SVN0001625 an LIEF SLF9000525,Laden/Friseur,G4,G4,G4,G4,2019-04-13 00:00:00
,1100004686,,Strom,H0 von VNB SVN0001625 an LIEF SLF9000525,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100004691,,Strom,G1 von VNB SVN0000718 an LIEF SLF9000525,Gewerbe werktags,G1,G1,G1,G1,2019-04-13 00:00:00
,1100004694,,Strom,G4 von VNB SVN0000718 an LIEF SLF9000525,Laden/Friseur,G4,G4,G4,G4,2019-04-13 00:00:00
,1100004697,,Strom,H0 von VNB SVN0000718 an LIEF SLF9000525,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100004702,,Strom,G0 von VNB SVN0001399 an LIEF SLF9000525,Gewerbe allgemein,G0,G0,G0,G0,2019-04-13 00:00:00
,1100004703,,Strom,G1 von VNB SVN0001399 an LIEF SLF9000525,Gewerbe werktags,G1,G1,G1,G1,2019-04-13 00:00:00
,1100004704,,Strom,G2 von VNB SVN0001399 an LIEF SLF9000525,Gewerbe Abendstunden,G2,G2,G2,G2,2019-04-13 00:00:00
,1100004709,,Strom,H0 von VNB SVN0001399 an LIEF SLF9000525,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100004710,,Strom,L0 von VNB SVN0001399 an LIEF SLF9000525,Landwirtschaft allgemein,L0,L0,L0,L0,2019-04-13 00:00:00
,1100004714,,Strom,G0 von VNB SVN0001130 an LIEF SLF9000525,Gewerbe allgemein,G0,G0,G0,G0,2019-04-13 00:00:00
,1100004726,,Strom,G1 von VNB SVN0002006 an LIEF SLF9000525,Gewerbe werktags,G1,G1,G1,G1,2019-04-13 00:00:00
,1100004727,,Strom,G2 von VNB SVN0002006 an LIEF SLF9000525,Gewerbe Abendstunden,G2,G2,G2,G2,2019-04-13 00:00:00
,1100004777,,Strom,G0 von VNB SVN0000825 an LIEF SLF9000525,Gewerbe allgemein,G0,G0,G0,G0,2019-04-13 00:00:00
,1100004839,,Strom,H0 von VNB SVN0000305 an LIEF SLF0003044,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100004939,,Strom,RG0 von VNB SVN0000921 an LIEF SLF9000525,Gewerbe allgemein,G0,G0,G0,G0,2019-04-13 00:00:00
,1100004940,,Strom,RH0 von VNB SVN0000921 an LIEF SLF9000525,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
,1100005058,,Strom,RG0 von VNB SVN0000921 an LIEF SLF0003044,Gewerbe allgemein,G0,G0,G0,G0,2019-04-13 00:00:00
,1100005247,,Strom,G4 von VNB SVN9000507 an LIEF SLF9000525,Laden/Friseur,G4,G4,G4,G4,2019-04-13 00:00:00
,1100005248,,Strom,G0 von VNB SVN9000507 an LIEF SLF9000525,Gewerbe allgemein,G0,G0,G0,G0,2019-04-13 00:00:00
,1100005252,,Strom,G1 von VNB SVN9000507 an LIEF SLF0003044,Gewerbe werktags,G1,G1,G1,G1,2019-04-13 00:00:00
,1100005253,,Strom,G6 von VNB SVN9000507 an LIEF SLF9000525,Gewerbe Wochenendbetrieb,G6,G6,G6,G6,2019-04-13 00:00:00
,1100005260,,Strom,G1 von VNB SVN9000507 an LIEF SLF9000502,Gewerbe werktags,G1,G1,G1,G1,2019-04-13 00:00:00
,1100005263,,Strom,G0 von VNB SVN9000507 an LIEF SLF9000502,Gewerbe allgemein,G0,G0,G0,G0,2019-04-13 00:00:00
,1100005264,,Strom,G4 von VNB SVN9000507 an LIEF SLF0003044,Laden/Friseur,G4,G4,G4,G4,2019-04-13 00:00:00
,1100005285,,Strom,H0N von VNB SVN9000504 an LIEF SLF0000398,Haushalt,H0,H0,H0,H0,2019-04-13 00:00:00
